Time [s],Channel 0,Channel 1,Channel 2
0.000000000,1,1,1
0.000015750,1,1,0
0.000016750,1,0,0
0.000018000,1,1,0
0.000024000,1,0,0
0.000025250,1,1,0
0.000031000,1,0,0
0.000031750,0,0,0
0.000032250,0,1,0
0.000050250,0,0,0
0.000051500,0,1,0
0.000057500,0,0,0
0.000058750,0,1,0
0.000064500,0,0,0
0.000065750,0,1,0
0.000071750,0,0,0
0.000073000,0,1,0
0.000078750,0,0,0
0.000080000,0,1,0
0.000086500,1,1,0
0.000087500,1,1,1
0.003251750,1,1,0
0.003252750,1,0,0
0.003253250,0,0,0
0.003254000,0,1,0
0.003259750,0,0,0
0.003260500,1,0,0
0.003261000,1,1,0
0.003267000,1,0,0
0.003267500,0,0,0
0.003268250,0,1,0
0.003286250,0,0,0
0.003287500,0,1,0
0.003293250,0,0,0
0.003294500,0,1,0
0.003300500,0,0,0
0.003301750,0,1,0
0.003307500,0,0,0
0.003308250,1,0,0
0.003308750,1,1,0
0.003314750,1,0,0
0.003315250,0,0,0
0.003316000,0,1,0
0.003322250,1,1,0
0.003340250,0,0,0
0.003346250,0,1,0
0.003352500,0,0,0
0.003358500,0,1,0
0.003365000,0,0,0
0.003371000,0,1,0
0.003377500,0,0,0
0.003383250,0,1,0
0.003389750,0,0,0
0.003395750,0,1,0
0.003402250,0,0,0
0.003408250,0,1,0
0.003414500,0,0,0
0.003420500,0,1,0
0.003427000,0,0,0
0.003433000,0,1,0
0.003440500,0,0,0
0.003446500,0,1,0
0.003453000,0,0,0
0.003459000,0,1,0
0.003465250,0,0,0
0.003471250,0,1,0
0.003477750,0,0,0
0.003483750,0,1,0
0.003490000,0,0,0
0.003496000,0,1,0
0.003502500,0,0,0
0.003508500,0,1,0
0.003515000,0,0,0
0.003520750,0,1,0
0.003527250,0,0,0
0.003533250,0,1,0
0.003541000,0,0,0
0.003541250,1,0,0
0.003547000,1,1,0
0.003553250,1,0,0
0.003553500,0,0,0
0.003559250,0,1,0
0.003565750,0,0,0
0.003571750,0,1,0
0.003578000,0,0,0
0.003584000,0,1,0
0.003590500,0,0,0
0.003596500,0,1,0
0.003602750,0,0,0
0.003608750,0,1,0
0.003615250,0,0,0
