Time [s],Channel 0,Channel 1,Channel 2
0.274706250,0,0,0
0.274712250,0,1,0
0.274718500,0,0,0
0.274724500,0,1,0
0.274731000,0,0,0
0.274737000,0,1,0
0.274743250,0,0,0
0.274749250,0,1,0
0.274755750,0,0,0
0.274761750,0,1,0
0.274768000,0,0,0
0.274774000,0,1,0
0.274781750,0,0,0
0.274787750,0,1,0
0.274794250,0,0,0
0.274800000,0,1,0
0.274806500,0,0,0
0.274812500,0,1,0
0.274819000,0,0,0
0.274825000,0,1,0
0.274831250,0,0,0
0.274837250,0,1,0
0.274843750,0,0,0
0.274849750,0,1,0
0.274856000,0,0,0
0.274862000,0,1,0
0.274868500,0,0,0
0.274874500,0,1,0
0.274882000,0,0,0
0.274888000,0,1,0
0.274894500,0,0,0
0.274900500,0,1,0
0.274906750,0,0,0
0.274912750,0,1,0
0.274919250,0,0,0
0.274925250,0,1,0
0.274931500,0,0,0
0.274937500,0,1,0
0.274944000,0,0,0
0.274950000,0,1,0
0.274956250,0,0,0
0.274962250,0,1,0
0.274968750,0,0,0
0.274974750,0,1,0
0.274982000,0,1,1
0.274982250,1,1,1
0.281397250,1,1,0
0.281398000,1,0,0
0.281399250,1,1,0
0.281405250,1,0,0
0.281406500,1,1,0
0.281412250,1,0,0
0.281413000,0,0,0
0.281413500,0,1,0
0.281431750,0,0,0
0.281433000,0,1,0
0.281438750,0,0,0
0.281440000,0,1,0
0.281445750,0,0,0
0.281447000,0,1,0
0.281453000,0,0,0
0.281454250,0,1,0
0.281460000,0,0,0
0.281461250,0,1,0
0.281467750,1,1,0
0.281468750,1,1,1
0.287402000,1,1,0
0.287403000,1,0,0
0.287403750,0,0,0
0.287404250,0,1,0
0.287410000,0,0,0
0.287411250,0,1,0
0.287417250,0,0,0
0.287418500,0,1,0
0.287436500,0,0,0
0.287437750,0,1,0
0.287443500,0,0,0
0.287444750,0,1,0
0.287450750,0,0,0
0.287452000,0,1,0
0.287457750,0,0,0
0.287458500,1,0,0
0.287459000,1,1,0
0.287465000,1,0,0
0.287465500,0,0,0
0.287466250,0,1,0
0.287472500,1,1,0
0.287473750,1,1,1
0.293405250,1,1,0
0.293406250,1,0,0
0.293406750,0,0,0
0.293407500,0,1,0
0.293413250,0,0,0
0.293414500,0,1,0
0.293420250,0,0,0
0.293421500,0,1,0
0.293439750,0,0,0
0.293441000,0,1,0
0.293446750,0,0,0
0.293448000,0,1,0
0.293454000,0,0,0
0.293455000,0,1,0
0.293461000,0,0,0
0.293461750,1,0,0
0.293462250,1,1,0
0.293468000,1,0,0
0.293469500,1,1,0
0.293477000,1,0,0
0.293477500,0,0,0
0.293478250,0,1,0
0.293484000,0,0,0
0.293485250,0,1,0
0.293491250,0,0,0
0.293492500,0,1,0
0.293498250,0,0,0
0.293499500,0,1,0
0.293505500,0,0,0
0.293506500,0,1,0
0.293512500,0,0,0
0.293513250,1,0,0
0.293513750,1,1,0
0.293519750,1,0,0
0.293520250,0,0,0
0.293520750,0,1,0
0.293526750,0,0,0
0.293528000,0,1,0
0.293534500,1,1,0
0.293535250,1,1,1
0.299408750,1,1,0
0.299409750,1,0,0
0.299411000,1,1,0
0.299417000,1,0,0
0.299417500,0,0,0
0.299418250,0,1,0
0.299424000,0,0,0
0.299425250,0,1,0
0.299443250,0,0,0
0.299444500,0,1,0
0.299450500,0,0,0
0.299451500,0,1,0
0.299457500,0,0,0
0.299458750,0,1,0
0.299464500,0,0,0
